snapped_at,price,market_cap,total_volume
2023-08-22 00:00:00 UTC,28.078483703321826,0.0,556097.4855832065
2023-08-23 00:00:00 UTC,28.078483703321826,0.0,556097.4855832065
2023-08-24 00:00:00 UTC,33.64087585949673,0.0,301093.100876634
2023-08-25 00:00:00 UTC,33.280431948349005,0.0,460158.2197250162
2023-08-26 00:00:00 UTC,35.0183550594612,0.0,276407.90968488355
2023-08-27 00:00:00 UTC,31.468935333811622,0.0,129653.25576389654
2023-08-28 00:00:00 UTC,33.665901857958204,0.0,88647.05109588621
2023-08-29 00:00:00 UTC,29.097400464133106,0.0,244573.6833287146
2023-08-30 00:00:00 UTC,29.20576823796379,0.0,251695.5184020954
2023-08-31 00:00:00 UTC,25.944416890157253,0.0,106180.01200024967
2023-09-01 00:00:00 UTC,22.699524837658366,0.0,378934.89639714465
2023-09-02 00:00:00 UTC,20.118756626419284,0.0,239126.12043104816
2023-09-03 00:00:00 UTC,24.143214392993947,0.0,219085.1263814037
2023-09-04 00:00:00 UTC,25.91141583952872,0.0,112449.22489451958
2023-09-05 00:00:00 UTC,24.910344495240256,0.0,65836.51433353272
2023-09-06 00:00:00 UTC,26.17294079556278,0.0,88991.11625672004
2023-09-07 00:00:00 UTC,22.840234600080517,0.0,149030.77380358198
2023-09-08 00:00:00 UTC,23.07731462848044,0.0,287936.13577000704
2023-09-09 00:00:00 UTC,21.62340462030793,0.0,130255.69777456846
2023-09-10 00:00:00 UTC,20.088780984643122,0.0,76755.06743770599
2023-09-11 00:00:00 UTC,17.175476009770545,0.0,110236.16911269796
2023-09-12 00:00:00 UTC,17.698858806184223,0.0,84620.95312111948
2023-09-13 00:00:00 UTC,17.85354414879034,0.0,50708.54289829334
2023-09-14 00:00:00 UTC,17.951701147546427,0.0,90994.58908596025
2023-09-15 00:00:00 UTC,19.772657744477236,0.0,117095.77285657836
2023-09-16 00:00:00 UTC,23.50794516961713,0.0,131538.8304025756
2023-09-17 00:00:00 UTC,22.25162156048171,0.0,60836.28615098673
2023-09-18 00:00:00 UTC,20.682558536540956,0.0,30502.915160281846
2023-09-19 00:00:00 UTC,20.659312874871627,0.0,80863.79942476403
2023-09-20 00:00:00 UTC,21.89278912589703,0.0,83040.41589252157
2023-09-21 00:00:00 UTC,20.16367137183383,0.0,71183.87917903229
2023-09-22 00:00:00 UTC,19.13032761021477,0.0,78700.62421999735
2023-09-23 00:00:00 UTC,18.901066017999334,0.0,92991.59077006034
2023-09-24 00:00:00 UTC,18.80863807641258,0.0,16118.2869343853
2023-09-25 00:00:00 UTC,18.15446216573312,0.0,28499.200817862253
2023-09-26 00:00:00 UTC,18.34300208222949,0.0,65372.64269086161
2023-09-27 00:00:00 UTC,18.425137983824,0.0,13251.58722112059
2023-09-28 00:00:00 UTC,18.803657931686242,0.0,63994.55943678305
2023-09-29 00:00:00 UTC,19.033429328642853,0.0,45483.64055582038
2023-09-30 00:00:00 UTC,19.28057125570921,0.0,33785.953200862314
2023-10-01 00:00:00 UTC,19.64512238398708,0.0,31347.413987776865
2023-10-02 00:00:00 UTC,19.751446219855715,0.0,41354.21184815617
2023-10-03 00:00:00 UTC,18.69431789481436,0.0,60936.04596034959
2023-10-04 00:00:00 UTC,21.791823906227663,0.0,127481.91982151303
2023-10-05 00:00:00 UTC,22.133032464793953,0.0,60047.58788077769
2023-10-06 00:00:00 UTC,22.594802294667524,0.0,71961.95758119404
2023-10-07 00:00:00 UTC,23.521270348288677,7061001.471952056,26242.19990760839
2023-10-08 00:00:00 UTC,23.839884287989705,7152977.272478646,69457.84392611535
2023-10-09 00:00:00 UTC,22.542726150657845,6755752.66715148,16875.714916905465
2023-10-10 00:00:00 UTC,20.05194373628423,6015314.618468349,89403.20192891947
2023-10-11 00:00:00 UTC,18.538144952424776,5563259.712689838,44303.215385155214
2023-10-12 00:00:00 UTC,18.818737878923756,5656977.476340609,155544.25791603225
2023-10-13 00:00:00 UTC,16.761327180156176,5152164.929366388,175047.3492585596
2023-10-14 00:00:00 UTC,16.48996970039091,4942052.630433243,38513.235957812954
2023-10-15 00:00:00 UTC,16.493341713371006,4954478.75399565,3645.687656547021
2023-10-16 00:00:00 UTC,17.061341554087154,5117920.115082123,14556.038728036334
2023-10-17 00:00:00 UTC,16.561943899840443,4964155.800132705,35174.04642900564
2023-10-18 00:00:00 UTC,17.182307876945906,5154421.010737563,30279.04223075617
2023-10-19 00:00:00 UTC,20.57094056854572,6168922.069616478,154667.7104067854
2023-10-20 00:00:00 UTC,22.25505772121825,6662943.561303354,85541.12174989122
2023-10-21 00:00:00 UTC,25.016826244025562,7505047.873207668,257724.93732848298
2023-10-22 00:00:00 UTC,29.288837541445165,8783986.581526797,86695.98011647619
2023-10-23 00:00:00 UTC,31.256307799865517,9197168.038391385,207621.2541632367
2023-10-24 00:00:00 UTC,35.24291026286186,10561718.081655819,274011.38356572104
2023-10-25 00:00:00 UTC,31.886850820421618,9566055.246126486,166215.2660377959
2023-10-26 00:00:00 UTC,32.994198427261836,9713319.497669088,200564.67862563985
2023-10-27 00:00:00 UTC,32.96543280843005,9887449.503163213,154158.4626439102
2023-10-28 00:00:00 UTC,38.97726159854797,11643011.427895218,264123.94891236094
2023-10-29 00:00:00 UTC,39.55448679136668,11762291.105909713,153526.00935088165
2023-10-30 00:00:00 UTC,38.814949575177984,11646060.905498853,105853.04355081903
2023-10-31 00:00:00 UTC,43.03618416271243,12653181.21188021,242636.66793627772
2023-11-01 00:00:00 UTC,49.453273911653746,15203824.794808377,378141.1131242235
